user,repo,file,nbr of comits in the last year,nbr of commits in the last 6 month,nbr of commits in the last month,Data of creation,repos html url,
dongsanche,wpt1,gitlab-ci-doc.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-doc.yml,api.github.com/repos/dongsanche/wpt1
dongsanche,wpt1,gitlab-ci-clang.yml,,,,2021-09-28,https://github.com/dongsanche/wpt1/blob/d56a3db06a2b186074d977ae5ba6e30e00b442b0/utils/tests/gitlab-ci-clang.yml,api.github.com/repos/dongsanche/wpt1
whitesource-ft,ws-examples,gitlab-ci.yml,,,,2021-02-23,https://github.com/whitesource-ft/ws-examples/blob/a14b9bc64284fb24fa463e8ed031f67dcb3b3c8f/Prioritize/Java/Single-Module/Maven/gitlab-ci.yml,api.github.com/repos/whitesource-ft/ws-examples
openbsd,xenocara,lava-gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/bf4ec162c2ca572e96d339f03ae88e76b9a06da5/lib/mesa/.gitlab-ci/lava-gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/697ca94d2b2c2c470391ea173dd1de4946c87492/lib/mesa/src/gallium/drivers/panfrost/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/drivers/iris/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/drivers/lima/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/broadcom/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/drivers/radeonsi/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/frontends/lavapipe/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/drivers/softpipe/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/drivers/virgl/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
openbsd,xenocara,gitlab-ci.yml,,,,2016-08-30,https://github.com/openbsd/xenocara/blob/f849497afabf405433fe4a55898b9a102277df65/lib/mesa/src/gallium/drivers/zink/ci/gitlab-ci.yml,api.github.com/repos/openbsd/xenocara
BabaScience,yaml_file_manipulation,gitlab-ci.yml,,,,2021-10-12,https://github.com/BabaScience/yaml_file_manipulation/blob/44b553ed4746c453d77f83503363557e9f5e0d01/gitlab-ci.yml,api.github.com/repos/BabaScience/yaml_file_manipulation
